type,text
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed
ham,"I’m cool ta luv but v.tired 2 cause i have been doin loads of planning all wk, we have got our social services inspection at the nursery! Take care & spk sn x."
ham,Mmmm ... Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*
ham,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? "
ham,Hey what happen de. Are you alright.
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,And by when you're done I mean now
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure"
ham,I cant pick the phone right now. Pls send a message
ham,It will stop on itself. I however suggest she stays with someone that will be able to give ors for every stool.
ham,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up"
ham,There's no point hangin on to mr not right if he's not makin u happy
ham,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them & say, I'm always correct.!"
ham,Haha okay... Today weekend leh... 
ham,Did u download the fring app?
ham,Call me when u're done...
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.
ham,Dear how you. Are you ok?
ham,S'fine. Anytime. All the best with it.
spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
ham,"Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham,Do you always celebrate NY's with your family ?
ham,"Height of Oh no....!! situation: A guy throws a luv letter on a gal but falls on her brother,.;-):-D"
ham,My exam is for february 4. Wish you a great day.
ham,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? 
ham,K..k..any special today?
ham,"Haha yeah I see that now, be there in a sec"
ham,Just got outta class gonna go gym.
ham,I tot u reach liao. He said t-shirt.
ham,Ok cool. See ya then.
ham,"Ya they are well and fine., BBD(pooja) full pimples..even she become quite black..and ur rite here its too cold, wearing sweatter.."
ham,Probably gonna swing by in a wee bit
ham,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD"
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW
ham,I accidentally brought em home in the box
ham,Yupz... I've oredi booked slots 4 my weekends liao... 
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,"Ask g or iouri, I've told the story like ten times already"
ham,You said not now. No problem. When you can. Let me know.
ham,I have lost 10 kilos as of today!
ham,Hope you are having a great day.
spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
ham,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who smokes too much for the entire month of february, I'll come up"
ham,Thought we could go out for dinner. I'll treat you! Seem ok?
ham,Are you wet right now?
ham,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.
ham,I'm at home n ready...
ham,A boy was late 2 home. His father: POWER OF FRNDSHIP
ham,:) 
ham,"Alright, I'll head out in a few minutes, text me where to meet you"
ham,"Do whatever you want. You know what the rules are. We had a talk earlier this week about what had to start happening, you showing responsibility. Yet, every week it's can i bend the rule this way? What about that way? Do whatever. I'm tired of having thia same argument with you every week. And a  #  movie DOESNT inlude the previews. You're still getting in after 1."
ham,Thanks for sending this mental ability question..
spam,Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne."
ham,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there."
ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
ham,"Oh... Icic... K lor, den meet other day..."
ham,Huh so early.. Then u having dinner outside izzit?
ham,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.
ham,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)
ham,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :)
ham,"see, i knew giving you a break a few times woul lead to you always wanting to miss curfew. I was gonna gibe you 'til one, but a MIDNIGHT movie is not gonna get out til after 2. You need to come home. You need to getsleep and, if anything, you need to b studdying ear training."
ham,"Sorry, I'll call later In meeting."
spam,RECPT 1/3. You have ordered a Ringtone. Your order is being processed...
ham,You will be in the place of that man
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,u still attending da talks?
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,U in town alone?
ham,No break time one... How... I come out n get my stuff fr u?
ham,We will meet soon princess! Ttyl!
ham,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it..."
ham,"wow. You're right! I didn't mean to do that. I guess once i gave up on boston men and changed my search location to nyc, something changed. Cuz on my signin page it still says boston."
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,"I don't think I can get away for a trek that long with family in town, sorry"
ham,Didn't you get hep b immunisation in nigeria.
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear
ham,Yes :)it completely in out of form:)clark also utter waste.
ham,"Oh yes, why is it like torture watching england?"
ham,Yes i have. So that's why u texted. Pshew...missing you so much
ham,have * good weekend.
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,"Fair enough, anything going on?"
spam,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+
ham,Ok... Sweet dreams...
ham,I dont. Can you send it to me. Plus how's mode.
ham,But if she.s drinkin i'm ok.
ham,Whatsup there. Dont u want to sleep
ham,What can i do? Might accidant tookplace between somewhere ghodbandar rd. Traffic moves slovely. So plz slip & don't worry.
ham,Hey you around? I've got enough for a half + the ten I owe you
ham,No. Did you multimedia message them or e-mail?
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
ham,I was slept that time.you there?
ham,;-) ok. I feel like john lennon.
spam,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+"
ham,I dont know exactly could you ask chechi.
ham,Oh for goodness sake she's in like tallahassee
ham,Congrats ! Treat pending.i am not on mail for 2 days.will mail once thru.Respect mother at home.check mails.
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code: 49557 Expires 26/11/04
ham,"Sorry, I'll call later"
ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
ham,"Yes but i dont care! I need you bad, princess!"
ham,Lol ... I really need to remember to eat when I'm drinking but I do appreciate you keeping me company that night babe *smiles*
ham,NO GIFTS!! You trying to get me to throw myself off a cliff or something?
ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
ham,No need lar. Jus testing e phone card. Dunno network not gd i thk. Me waiting 4 my sis 2 finish bathing so i can bathe. Dun disturb u liao u cleaning ur room.
ham,No da. I am happy that we sit together na
ham,U really pig leh sleep so much. My dad wake me up at 10 smth 2 eat lunch today.
ham,Wat uniform? In where get?
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
ham,Can't take any major roles in community outreach. You rock mel
ham,No..he joined today itself.
ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
ham,"Why is that, princess? I bet the brothas are all chasing you!"
ham,Ok going to sleep. Hope i can meet her.
ham,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier."
ham,Are u coming to the funeral home
ham,"CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO"
ham,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy"
ham,Life spend with someone for a lifetime may be meaningless but a few moments spent with someone who really love you means more than life itself..
ham,No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x
spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost £1.50 min MobcudB more
ham,Ron say fri leh. N he said ding tai feng cant make reservations. But he said wait lor.
ham,Try to do something dear. You read something for exams
ham,Me fine..absolutly fine
ham,"I call you later, don't have network. If urgnt, sms me."
ham,"It's cool, we can last a little while. Getting more any time soon?"
